CSCSITEID__C,ACCOUNTNAMEENGLISH__C,BRANCH_CUSTOMER_PARTY_KEY,BRANCH_PRIMARY_NAME,HQ_PRIMARY_NAME,GU_PRIMARY_NAME,BRANCH_ISO_COUNTRY_CD,BRANCH_PARTY_SSOT_PARTY_ID_INT,BRANCH_HQ_BRANCH_CD,EXACT_COUNTRY
83764463,,33063963,STREAMLINE PRIVATE LTD,STREAMLINE PRIVATE LTD,STREAMLINE PRIVATE LTD,LKA,83764463,HQ,SRI LANKA
203648838,GENERAL SIR JOHN KOTELAWALA DEFENSE UNIVERSITY,130229801,GENERAL SIR JOHN KOTELAWALA DEFENSE UNIVERSITY,GENERAL SIR JOHN KOTELAWALA DEFENCE UNIVERCITY,GENERAL SIR JOHN KOTELAWALA DEFENCE UNIVERCITY,LKA,203648838,BR,SRI LANKA
183754110,,112746725,RAJARATA UNIVERSITY OF SRI LANKA,RAJARATA UNIVERSITY OF SRI LANKA,RAJARATA UNIVERSITY OF SRI LANKA,LKA,183754110,HQ,SRI LANKA
5752674,STATE MORTGAGE & INVESTMENT BANK,6629741,STATE MORTGAGE & INVESTMENT BANK,STATE MORTGAGE & INVESTMENT BANK,STATE MORTGAGE & INVESTMENT BANK,LKA,5752674,HQ,SRI LANKA
216402707,,142581803,TECHNO E SOLUTIONS PVT LTD,TECHNO E SOLUTIONS  PVT LTD,TECHNO E SOLUTIONS  PVT LTD,LKA,216402707,BR,SRI LANKA
40739603,,12164022,NATIONAL INSTITUTE OF EDUCATION,NATIONAL INSTITUTE OF EDUCATIONAL TESTING SERVICE,NATIONAL INSTITUTE OF EDUCATIONAL TESTING SERVICE,LKA,40739603,HQ,SRI LANKA
359381546,,242515419,AMEISEN PRIVATE LTD,AMEISEN PRIVATE LTD,AMEISEN PRIVATE LTD,LKA,359381546,HQ,SRI LANKA
125220368,CARGILLS (CEYLON) LIMITED,60480653,CARGILS GROUP,CARGILLS (CEYLON) LIMITED,CARGILLS (CEYLON) LIMITED,LKA,125220368,BR,SRI LANKA
42253370,Shell Group,14313523,SHELL GROUP,ROYAL DUTCH SHELL PLC,ROYAL DUTCH SHELL PLC,LKA,42253370,HQ,SRI LANKA
111814185,Dewhirst Sri-Lanka Buying Office,48382186,DEWHIRST SRI-LANKA BUYING OFFICE,DEWHIRST SRI-LANKA BUYING OFFICE,DEWHIRST SRI-LANKA BUYING OFFICE,LKA,111814185,HQ,SRI LANKA
177462400,ACUITY SECURITIES LTD,108396768,ACUITY SECURITIES LTD,ACUITY PARTNERS PVT LTD,ACUITY PARTNERS PVT LTD,LKA,177462400,BR,SRI LANKA
355168828,CHARTERED INSTITUTE FOR SECURITIES & INVESTMENT,238836869,CHARTERED INSTITUTE FOR SECURITIES & INVESTMENT,CHARTERED INSTITUTE FOR SECURITIES & INVESTMENT,CISI LTD,LKA,355168828,HQ,SRI LANKA
116947380,Air South Asia,50634208,AIR SOUTH ASIA,AIR SOUTH ASIA,AIR SOUTH ASIA,LKA,116947380,HQ,SRI LANKA
169559255,Senkadagala Finance,103158363,SENKADAGALA FINANCE,SENKADAGALA FINANCE,SENKADAGALA FINANCE,LKA,169559255,BR,SRI LANKA
41495726,Cash garments,6750588,CASH GARMENTS,CASH GARMENTS,CASH GARMENTS,LKA,41495726,HQ,SRI LANKA
266953699,CEYLON TEA TRAILS,179237558,CEYLON TEA TRAILS,CEYLON TEA TRAILS,CEYLON TEA TRAILS,LKA,266953699,HQ,SRI LANKA
145791012,Edirisinghe Trust Investments Ltd,79114429,EDIRISINGHE TRUST INVESTMENTS LTD,EDIRISINGHE TRUST INVESTMENTS LTD,EDIRISINGHE TRUST INVESTMENTS LTD,LKA,145791012,HQ,SRI LANKA
334503229,,225130571,EW BALASURIYA COMPANY PVT LTD,EW BALASURIYA COMPANY PVT LTD,EW BALASURIYA COMPANY PVT LTD,LKA,334503229,HQ,SRI LANKA
7292900,BUSINESS SOLUTION SYSTEMS PVT LTD,5191085,BUSINESS SOLUTION SYSTEMS PRIVATE LTD,BUSINESS SOLUTION SYSTEMS PRIVATE LTD,BUSINESS SOLUTION SYSTEMS PRIVATE LTD,LKA,7292900,HQ,SRI LANKA
204035012,UB Finance,130367165,UB FINANCE,UB FINANCE,UB FINANCE,LKA,204035012,HQ,SRI LANKA
235653862,CMA CGM SHARED SERVICE CENTER LANKA PVT LTD,158781096,CMA CGM SHARED SERVICE CENTER LANKA PVT LTD,CMA CGM SA,CMA CGM SA,LKA,235653862,HQ,SRI LANKA
114261106,eServices Lanka Ltd.,49511615,ESERVICES LANKA LTD,ESERVICES LANKA,E-SERVICES,LKA,114261106,BR,SRI LANKA
32692558,,10192813,CENTRAL FINANCE LTD,CENTRAL FINANCE LTD,CENTRAL FINANCE LTD,LKA,32692558,HQ,SRI LANKA
41495280,Royal Ceramics Lanka Limited,4860616,ROYAL CERAMICS LANKA LTD,ROYAL CERAMICS,ROYAL CERAMICS,LKA,41495280,BR,SRI LANKA
359125630,,242300706,PIDILITE LANKA PRIVATE LTD,PIDILITE LANKA PRIVATE LTD,PIDILITE LANKA PRIVATE LTD,LKA,359125630,HQ,SRI LANKA
45434468,,10903566,CADENZA IT PRIVATE LTD,CADENZA IT PRIVATE LTD,CADENZA IT PRIVATE LTD,LKA,45434468,HQ,SRI LANKA
276725922,,189130424,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,LKA,276725922,HQ,SRI LANKA
231851417,,155379068,KNC COMPUTER TECHNOLOGIES PVT LTD,KNC COMPUTER TECHNOLOGIES PVT LTD,KNC COMPUTER TECHNOLOGIES PVT LTD,LKA,231851417,HQ,SRI LANKA
6903844,SUNTEL LIMITED,7237323,SUNTEL LIMITED,SUNTEL LIMITED,SUNTEL LIMITED,LKA,6903844,BR,SRI LANKA
248184092,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LIMITED,166251191,HUTCHISON TELECOMMUNICATIONS LANKA  PVT LTD,HUTCHISON TELECOMMUNICATIONS LANKA PVT LTD,HUTCHISON WHAMPOA LTD,LKA,248184092,BR,SRI LANKA
354992570,,238615998,HCL TECHNOLOGIES LANKA PVT LTD,HCL SRI LANKA,HCL TECHNOLOGIES LTD,LKA,354992570,BR,SRI LANKA
41497456,ACL Cables,14701076,ACL CABLES,A C L CABLES LIMITED,A C L CABLES LIMITED,LKA,41497456,BR,SRI LANKA
43094528,,14680919,J & H TECHNOLOGIES PVT LTD,J & H TECHNOLOGIES PVT LTD,J & H TECHNOLOGIES PVT LTD,LKA,43094528,BR,SRI LANKA
39749172,,5691175,ROOMSNET,ROOMSNET,ROOMSNET,LKA,39749172,HQ,SRI LANKA
40765437,,8058059,IRQUE PROJECT,IRQUE PROJECT,IRQUE PROJECT,LKA,40765437,HQ,SRI LANKA
184662423,DESIGN CONSORTIUM LTD,113261959,DESIGN CONSORTIUM LTD,DESIGN CONSORTIUM LTD,DESIGN CONSORTIUM LTD,LKA,184662423,BR,SRI LANKA
147490408,,80193941,POWERNET PVT LTD,POWERNET PVT LTD,POWERNET PVT LTD,LKA,147490408,HQ,SRI LANKA
176680604,,107966336,METROPOLITAN ADVANCED TECHNOLOGIES PVT LTD,METROPOLITAN ADVANCED TECHNOLOGIES PVT LTD,METROPOLITAN ADVANCED TECHNOLOGIES PVT LTD,LKA,176680604,HQ,SRI LANKA
327178230,,219279418,POWERIT TECHNOLOGIES PVT LTD,POWERIT TECHNOLOGIES PVT LTD,POWERIT TECHNOLOGIES PVT LTD,LKA,327178230,HQ,SRI LANKA
41496490,Akbar Brothers,5702050,AKBAR BROTHERS,AKBAR BROS LTD,AKBAR BROS LTD,LKA,41496490,HQ,SRI LANKA
46200289,Indian Bank,1032581,INDIAN BANK,INDIAN BANK,GOVERNMENT OF INDIA,LKA,46200289,HQ,SRI LANKA
359977945,,243027122,DUSIT THANI SRI LANKA,DUSIT THANI SRI LANKA,DUSIT THANI SRI LANKA,LKA,359977945,HQ,SRI LANKA
62668589,,2884906,EUREKA TECHNOLOGY PARTNERS,EUREKA TECHNOLOGY PARTNERS PVT LTD,EUREKA TECHNOLOGY PARTNERS PVT LTD,LKA,62668589,BR,SRI LANKA
167174367,LAFARGE MAHAWELI CEMENT PVT LTD,101961531,LAFARGE MAHAWELI CEMENT PVT LTD,SOCIETE LAFARGE,HOLCIM LTD,LKA,167174367,BR,SRI LANKA
145791540,Libya Agriculture And Livestock Development Company,79114663,LIBYA AGRICULTURE AND LIVESTOCK DEVELOPMENT COMPANY,LIBYA AGRICULTURE AND LIVESTOCK DEVELOPMENT COMPANY,LIBYA AGRICULTURE AND LIVESTOCK DEVELOPMENT COMPANY,LKA,145791540,HQ,SRI LANKA
167799733,Ceylon Shipping Corporation Ltd,102225841,CEYLON SHIPPING CORPORATION LTD,CEYLON SHIPPING,CEYLON SHIPPING,LKA,167799733,BR,SRI LANKA
278094835,SINO LANKA HOTELS GALLE PVT LTD,190501353,SINO LANKA HOTELS GALLE PVT LTD,SINO LANKA HOTELS GALLE PVT LTD,SINO LANKA HOTELS GALLE PVT LTD,LKA,278094835,HQ,SRI LANKA
192172308,The Gateway Hotel Airport Garden Colombo,118646575,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,LKA,192172308,HQ,SRI LANKA
192086782,PEE BEE MARKETING (PVT.) LTD.,118605987,PEE BEE MARKETING PVT LTD,PEE BEE MARKETING PRIVATE LTD,PEE BEE MARKETING PRIVATE LTD,LKA,192086782,BR,SRI LANKA
183872220,Uswatekeiyawa Beach Hotel,112817604,USWATEKEIYAWA BEACH HOTEL,USWATEKEIYAWA BEACH HOTEL,USWATEKEIYAWA BEACH HOTEL,LKA,183872220,HQ,SRI LANKA
189510342,Capital Alliance Finance,117116665,CAPITAL ALLIANCE FINANCE,CAPITAL ALLIANCE FINANCE,CAPITAL ALLIANCE FINANCE,LKA,189510342,HQ,SRI LANKA
43139167,World Vision,4174705,WORLD VISION,WORLD VISION INC,WORLD VISION INC,LKA,43139167,HQ,SRI LANKA
83764463,Streamline Private Limited,33063963,STREAMLINE PRIVATE LTD,STREAMLINE PRIVATE LTD,STREAMLINE PRIVATE LTD,LKA,83764463,HQ,SRI LANKA
205988159,Future Corporation,131985987,FUTURE CORPORATION PVT LTD,FUTURE COMPUTERS PRIVATE LTD,FUTURE COMPUTERS PRIVATE LTD,LKA,205988159,BR,SRI LANKA
370666529,,251407754,POLYCROME ELECTRICAL INDUSTRIES PVT LTD,POLYCROME ELECTRICAL INDUSTRIES PVT LTD,POLYCROME ELECTRICAL INDUSTRIES PVT LTD,LKA,370666529,HQ,SRI LANKA
302439910,,199534466,ITX 360 PVT LTD,ITX 360 PVT LTD,ITX 360 PVT LTD,LKA,302439910,HQ,SRI LANKA
379332037,,256217722,BEN HOLDING PVT LTD,BEN HOLDING PVT LTD,BEN HOLDING PVT LTD,LKA,379332037,HQ,SRI LANKA
332501592,,223801669,AMARI GALLE SRI LANKA,AMARI HOTELS & RESORTS GROUP,AMARI HOTELS & RESORTS GROUP,LKA,332501592,HQ,SRI LANKA
41497816,Alliance Finance,1216900,ALLIANCE FINANCE,ALLIANCES FINANCE,ALLIANCES FINANCE,LKA,41497816,BR,SRI LANKA
177865516,COLLEGE OF TECHNOLOGY,108585074,COLLEGE OF TECHNOLOGY,COLLEGE OF TECHNOLOGY,COLLEGE OF TECHNOLOGY,LKA,177865516,HQ,SRI LANKA
210249904,Lanka Market Research Bureau Sri Lanka,135646732,LANKA MARKET RESEARCH BUREAU (PRIVATE) LIMITED,LANKA MARKET RESEARCH BUREAU (PRIVATE) LIMITED,LANKA MARKET RESEARCH BUREAU (PRIVATE) LIMITED,LKA,210249904,HQ,SRI LANKA
280729932,DISH TV LK,193057660,DISH TV LK,DISH TV INDIA LTD,ESSEL GROUP OF INDUSTRIES LTD,LKA,280729932,HQ,SRI LANKA
195511929,The Fortress Resort & Spa,123508036,THE FORTRESS RESORT & SPA,VALLIBEL ONE PLC,VALLIBEL ONE PLC,LKA,195511929,HQ,SRI LANKA
112938126,University of Wayamba,48911554,WAYAMBA UNIV,WAYAMBA UNIVERSITY,WAYAMBA UNIVERSITY,LKA,112938126,BR,SRI LANKA
40951692,,14482564,LI & FUNG EXPORTS LTD,LI & FUNG EXPORTS LTD,LI & FUNG LTD,LKA,40951692,BR,SRI LANKA
41495354,Sanken Lanka Pvt Ltd,10060070,SANKEN LANKA PVT LTD,SANKEN LANKA (PRIVATE) LIMITED,SANKEN LANKA (PRIVATE) LIMITED,LKA,41495354,BR,SRI LANKA
121069538,,51930408,SIEDLES PVT LTD,SIEDLES TRADING PVT LTD,SIEDLES TRADING PVT LTD,LKA,121069538,BR,SRI LANKA
347896625,,232744672,GLOBAL CLOUD XCHANGE,GLOBAL CLOUD XCHANGE,RELIANCE COMMUNICATIONS LTD,LKA,347896625,HQ,SRI LANKA
42157356,,5246839,KANDALAMA HOTEL,KANDALAMA HOTEL,KANDALAMA HOTEL,LKA,42157356,HQ,SRI LANKA
92469815,Room to Read,46966324,ROOM TO READ,ROOM TO READ,ROOM TO READ,LKA,92469815,HQ,SRI LANKA
8344583,Ceylinco Insuarance PLC,5220731,CEYLINCO INSURANCE COMPANY LTD,CEYLINCO INSURANCE COMPANY LTD,CEYLINCO INSURANCE COMPANY LTD,LKA,8344583,HQ,SRI LANKA
33907123,,11594685,NEAT LANKA,NEAT LANKA  PVT LTD,NEAT LANKA  PVT LTD,LKA,33907123,BR,SRI LANKA
347896549,,232744666,HOME CREDIT CRIB,CREDIT INFORMATION BUREAU,CREDIT INFORMATION BUREAU,LKA,347896549,BR,SRI LANKA
269645236,,181971296,DAVID PIERIS INFORMATION TECHNOLOGIES LTD,DAVID PIERIS INFORMATION TECHNOLOGIES LTD,DAVID PIERIS INFORMATION TECHNOLOGIES,LKA,269645236,BR,SRI LANKA
212453846,Minister of Rehabilitation & Prison Reforms,137788409,MINISTER OF REHABILITATION & PRISON REFORMS,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212453846,HQ,SRI LANKA
220222917,,146887891,KTU CABLING SOLUTIONS PVT LTD,KTU CABLING SOLUTIONS PVT LTD,KTU CABLING SOLUTIONS PVT LTD,LKA,220222917,HQ,SRI LANKA
63296895,,8939609,GREENWICH LANKA PVT LTD,GREENWICH LANKA PVT LTD,GREENWICH LANKA PVT LTD,LKA,63296895,HQ,SRI LANKA
246919373,GE Healthcare,164685980,WIPRO GE MEDICAL SYSTEMS PRIVATE LTD,WIPRO G E MEDICAL SYTEMS PRIVATE LTD,WIPRO LTD,LKA,246919373,HQ,SRI LANKA
238387002,,162188335,COMPUTERAGE PVT LTD,COMPUTERAGE PVT LTD,COMPUTERAGE PVT LTD,LKA,238387002,HQ,SRI LANKA
179837869,Pizza Hut,109846831,PIZZA HUT,PIZZA HUT,YUM BRANDS INC,LKA,179837869,BR,SRI LANKA
167799577,Minister of Public Administration & Home Affairs,102225779,MINISTRY OF PUBLIC ADMIN & HOME AFFAIRS,MINISTRY OF PUBLIC ADMIN & HOME AFFAIRS,MINISTRY OF PUBLIC ADMIN & HOME AFFAIRS,LKA,167799577,HQ,SRI LANKA
145214782,,78865471,WINSYS NETWORKS PVT LTD,WINSYS NETWORKS PVT LTD,WINSYS NETWORKS PVT LTD,LKA,145214782,BR,SRI LANKA
204134950,,130477867,TECHTRON INTEGRATED SOLUTIONS PVT LTD,TECHTRON INTEGRATED SOLUTIONS PVT LTD,TECHTRON INTEGRATED SOLUTIONS PVT LTD,LKA,204134950,HQ,SRI LANKA
303219281,,200304140,DIGITAL BUSINESS MACHINES,DIGITAL BUSINESS MACHINES,DIGITAL BUSINESS MACHINES,LKA,303219281,HQ,SRI LANKA
201407615,,128897822,AURORA ENTERPRISE SOLUTIONS PVT LTD,AURORA ENTERPRISE SOLUTIONS PVT LTD,AURORA ENTERPRISE SOLUTIONS PVT LTD,LKA,201407615,HQ,SRI LANKA
223033384,,149628080,SYSTEM DOMAIN PVT LTD,SYSTEM DOMAIN PVT LTD,SYSTEM DOMAIN PVT LTD,LKA,223033384,HQ,SRI LANKA
228020465,,152698556,TECHTOOLS INTEGRATORS PVT LTS,TECHTOOLS INTEGRATORS PVT LTS,TECHTOOLS INTEGRATORS PVT LTS,LKA,228020465,HQ,SRI LANKA
316128284,,209561755,MICROSOFT SRI LANKA,MICROSOFT CORPORATION,MICROSOFT CORPORATION,LKA,316128284,BR,SRI LANKA
4542657,,3219187,EW INFORMATION SYSTEMS LTD,EW INFORMATION SYSTEMS LTD,EW INFORMATION SYSTEMS LTD,LKA,4542657,HQ,SRI LANKA
281799390,Deutche Bank,194191241,DEUTSCH BANK,DEUTSCHE BANK TRUST COMPANY AMERICAS,DEUTSCHE BANK AG,LKA,281799390,HQ,SRI LANKA
115499661,Minsirty of Territory Education,50102311,MINISTRY OF EDUCATION,MINISTRY OF EDUCATION,MINISTRY OF EDUCATION,LKA,115499661,HQ,SRI LANKA
212453850,Ministry of Land and Land Development,137786265,MINISTRY OF LAND AND LAND DEVELOPMENT,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212453850,HQ,SRI LANKA
145661186,Department Of Motor Traffic,79047974,DEPARTMENT OF MOTOR TRAFFIC,DEPARTMENT OF MOTOR TRAFFIC,DEPARTMENT OF MOTOR TRAFFIC,LKA,145661186,HQ,SRI LANKA
192035081,MAS Holding,118574512,MAS INTIMATES  PVT  LTD,MAS INTIMATES PRIVATE LTD,MAS CAPITAL PVT LTD,LKA,192035081,BR,SRI LANKA
212837379,Ministry of Rural Industries and Self-Employment Promotion,138157135,MINISTRY OF RURAL INDUSTRIES AND SELF-EMPLOYMENT PROMOTION,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,212837379,HQ,SRI LANKA
324426400,,216991450,ACSYS NETWORKS PRIVATE LTD,ACSYS NETWORKS PRIVATE LTD,ACSYS NETWORKS PRIVATE LTD,LKA,324426400,BR,SRI LANKA
187231783,,115097497,TRILOBYTE LABS (PVT) LTD,TRILOBYTE LABS PVT LTD,TRILOBYTE LABS PVT LTD,LKA,187231783,BR,SRI LANKA
8940861,AES Kelanitissa Pvt. Ltd,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
207172841,,133012395,MYLINX,MYLINX,MYLINX,LKA,207172841,HQ,SRI LANKA
303380309,,200492010,ELCARDO INDUSTRIES PVT LTD,ELCARDO INDUSTRIES PVT LTD,ELCARDO INDUSTRIES PVT LTD,LKA,303380309,BR,SRI LANKA
350567185,,235183476,WALKER TOURS,WALKER TOURS,WALKER TOURS,LKA,350567185,HQ,SRI LANKA
186488340,Gayan Jayatissa,114683410,GAYAN JAYATISSA,GAYAN JAYATISSA,GAYAN JAYATISSA,LKA,186488340,HQ,SRI LANKA
198523200,MATL,126839009,MATL,MATL,MATL,LKA,198523200,HQ,SRI LANKA
117319982,RETAIL IT,50772272,RETAIL IT,SUMATHI INFORMATION TECHNOLOGIES,SUMATHI INFORMATION TECHNOLOGIES,LKA,117319982,HQ,SRI LANKA
247938157,MAST GLOBAL TECHNOLOGIES,166023074,MAST GLOBAL TECHNOLOGIES,MAST GLOBAL TECHNOLOGIES,MAST GLOBAL TECHNOLOGIES,LKA,247938157,HQ,SRI LANKA
311353733,ILUKA RESOURCES LTD,205939945,ILUKA RESOURCES LTD,ILUKA RESOURCES LTD,ILUKA RESOURCES LTD,LKA,311353733,HQ,SRI LANKA
186943125,Prime Grameen Micro Finance .Ltd,114931756,PRIME GRAMEEN MICRO FINANCE LTD,PRIME GRAMEEN MICRO FINANCE LTD,PRIME GRAMEEN MICRO FINANCE LTD,LKA,186943125,HQ,SRI LANKA
194305706,NSD,122208882,NSD,NSD,NSD,LKA,194305706,HQ,SRI LANKA
355769958,SIAM CITY,239473316,SIAM CITY,SIAM CITY CORPORATION LTD,SIAM CITY CORPORATION LTD,LKA,355769958,HQ,SRI LANKA
331659104,,223182978,CISCO SYSTEMS MANAGEMENT BV SRI LANKA,CISCO IT INTERNAL GLOBAL PRODUCTION NETWORK,CISCO SYSTEMS INC,LKA,331659104,BR,SRI LANKA
195431283,Tetra Pak India (pvt) Ltd,123418136,TETRA PAK INDIA PVT LTD,TETRA PAK INDIA PVT LTD,TETRA LAVAL HOLDINGS BV,LKA,195431283,BR,SRI LANKA
184927106,Fonterra Brands Lanka (Pvt) Ltd.,113395889,FONTERRA BRANDS LANKA PRIVATE LTD,FONTERRA COMPANY OPERATIVE GROUP LTD,FONTERRA COMPANY OPERATIVE GROUP LTD,LKA,184927106,HQ,SRI LANKA
41316420,MCB Bank,10321506,MCB BANK,MCB BANK,MCB BANK,LKA,41316420,HQ,SRI LANKA
392564535,SADAHARITHA PLANTATION LTD,268369964,SADAHARITHA PLANTATION LTD,SADAHARITHA PLANTATION LTD,SADAHARITHA PLANTATION LTD,LKA,392564535,HQ,SRI LANKA
145661664,Ministry Of Internal Administration,79048177,MINISTRY OF INTERNAL ADMINISTRATION,MINISTRY OF INTERNAL ADMINISTRATION,MINISTRY OF INTERNAL ADMINISTRATION,LKA,145661664,HQ,SRI LANKA
145661124,Department Of Prisons,79047942,DEPARTMENT OF PRISONS,DEPARTMENT OF PRISONS,DEPARTMENT OF PRISONS,LKA,145661124,HQ,SRI LANKA
212230018,Ministry of Community Development and Social Inequity Eradication,137539237,MINISTRY OF COMMUNITY DEVELOPMENT AND SOCIAL INEQUITY ERADICATION,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212230018,HQ,SRI LANKA
212034626,Ministry of Labour Relations and Manpower,137324862,MINISTRY OF LABOUR RELATIONS AND MANPOWER,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212034626,HQ,SRI LANKA
121066816,,51929244,LC A C JUST IN TIME PVT LTD,LC A C JUST IN TIME PVT LTD,LC A C JUST IN TIME PVT LTD,LKA,121066816,HQ,SRI LANKA
217661732,Lanka Education and Research Network,143961096,LANKA EDUCATION AND RESEARCH NETWORK,LANKA EDUCATION AND RESEARCH NETWORK,LANKA EDUCATION AND RESEARCH NETWORK,LKA,217661732,BR,SRI LANKA
38101836,VIRTUSA PVT LTD,2813857,VIRTUSA PVT LTD,VIRTUSA CORPORATION,VIRTUSA CORPORATION,LKA,38101836,BR,SRI LANKA
254065135,GERMAN TECHNICAL TRAINING INSTITUTE,169330666,GERMAN TECHNICAL TRAINING INSTITUTE,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,254065135,BR,SRI LANKA
159997681,MINISTRY OF ECONOMIC DEVELOPMENT,98391634,MINISTRY OF ECONOMIC DEVELOPMENT,MINISTRY OF INDUSTRIAL DEVELOPMENT & COMMERCE,GOVERNMENT OF SRILANKA,LKA,159997681,BR,SRI LANKA
145661718,Ministry Of Posts & Telecommunication,79048204,MINISTRY OF POSTS AND TELECOM,MINISTRY OF POSTS AND TELECOM,MINISTRY OF POSTS AND TELECOM,LKA,145661718,HQ,SRI LANKA
181069733,,110533471,DIALOG BROADBAND NETWORKS PRIVATE LIMITED-CPE,DIALOG  BROADBAND NETWORKS  ( PRIVATE ) LIMITED,AXIATA GROUP BERHAD,LKA,181069733,BR,SRI LANKA
195379652,,123330731,GENIUS ASSOCIATES PVT LTD,GENIUS ASSOCIATES PVT LTD,GENIUS ASSOCIATES PVT LTD,LKA,195379652,HQ,SRI LANKA
145661153,Department Of Registration Of Persons,79047958,DEPARTMENT OF REGISTRATION OF PERSONS,DEPARTMENT OF REGISTRATION OF PERSONS,DEPARTMENT OF REGISTRATION OF PERSONS,LKA,145661153,HQ,SRI LANKA
167799729,Sri Lanka Broadcasting Corporation,102225839,SRI LANKA BROADCASTING CORPORATION,SRI LANKA BROADCASTING CORPORATION LTD,SRI LANKA BROADCASTING CORPORATION LTD,LKA,167799729,BR,SRI LANKA
312009949,,206509862,D TECH PVT LTD IT ARM OF THE DSI GROUP,DSI SAMSON GROUP,DSI SAMSON GROUP,LKA,312009949,BR,SRI LANKA
155325949,Wijeya Newspapers Limited,96039308,WIJEYA NEWSPAPERS LIMITED,WIJEYA NEWSPAPERS LIMITED,WIJEYA NEWSPAPERS LIMITED,LKA,155325949,HQ,SRI LANKA
310451719,,205326544,WESTCOM HOLDINGS,WESTCOM HOLDINGS,WESTCOM HOLDINGS,LKA,310451719,HQ,SRI LANKA
320657274,INTERNATIONAL RESEARCH AND EXCHANGES BOARD,214296389,INTERNATIONAL RESEARCH AND EXCHANGES BOARD,INTERNATIONAL RESEARCH & EXCHANGES BOARD,INTERNATIONAL RESEARCH & EXCHANGES BOARD,LKA,320657274,HQ,SRI LANKA
188952147,Phoenix Industries Ltd,116691928,PHOENIX INDUSTRIES LIMITED,PHOENIX INDUSTRIES LTD,PHOENIX INDUSTRIES LTD,LKA,188952147,BR,SRI LANKA
8535310,Ministry of Higher Education,9297383,MINISTRY OF HIGHER EDUCATION,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,8535310,HQ,SRI LANKA
272967506,DIC LANKA PVT LTD,185343904,DIC LANKA PVT LTD,DIC CORPORATION,DIC CORPORATION,LKA,272967506,HQ,SRI LANKA
371331735,IDP EDUCATION COLOMBO,251939544,IDP EDUCATION COLOMBO,IDP EDUCATION PTY LTD,IDP EDUCATION PTY LTD,LKA,371331735,HQ,SRI LANKA
42783281,,14430323,MAHAWELI,MAHAWELI,MAHAWELI,LKA,42783281,HQ,SRI LANKA
88810134,Netcom Solutions Pvt. Ltd,34591684,NETCOM SOLUTIONS PVT LTD,NETCOM SOLUTIONS PVT LTD,NETCOM SOLUTIONS PVT LTD,LKA,88810134,HQ,SRI LANKA
248466189,SHIPXPRESS NUGEGODA,166428668,SHIPXPRESS NUGEGODA,SHIPXPRESS NUGEGODA,SHIPXPRESS NUGEGODA,LKA,248466189,HQ,SRI LANKA
2677402,,5054821,LANKA COMMUNICATION SERVICES PRIVATE LIMITED-CPE,SINGAPORE TELECOMMUNICATIONS LTD,SINGAPORE TELECOMMUNICATIONS LTD,LKA,2677402,HQ,SRI LANKA
228797449,,153181831,OSCOODE TECHNOLOGIES LTD,OSCOODE TECHNOLOGIES LTD,OSCOODE TECHNOLOGIES LTD,LKA,228797449,HQ,SRI LANKA
210017594,Toyota Lanka,135432398,TOYOTA LANKA,TOYOTA LANKA,TOYOTA MOTOR CORPORATION,LKA,210017594,BR,SRI LANKA
282350810,,196137908,OREL CORPORATION PRIVATE LTD,OREL CORPORATION PVT LTD,OREL CORPORATION PVT LTD,LKA,282350810,BR,SRI LANKA
383031960,SITA BV SRI LANKA,259597623,SITA BV SRI LANKA,SITA SC SRI LANKA BRANCH,SOCIETE INTERNATIONALE DE TELECOMMUNICATIONS AERONAUTIQUES SCRL,LKA,383031960,BR,SRI LANKA
308464539,,203539123,HEINEKEN LANKA LTD,HEINEKEN INTERNATIONAL BV,L'ARCHE GREEN NV,LKA,308464539,HQ,SRI LANKA
215120191,LANKA SATHOSA LTD,140889465,LANKA SATHOSA LTD,LANKA SATHOSA LTD,LANKA SATHOSA LTD,LKA,215120191,BR,SRI LANKA
